OBJECTID,Shape,SeepID,Date,Seep_Name,Latitude,Longitude,Clay_Layer_Presence,Clay_Layer_Depth__cm,Temperature,Conductivity_mScm,Salinity,DO,DOmgL,pH,Water_Presence,Flowing_Water,Blackened_Leaves,Visible_Exit,Phosphates_ppm,Nitrates_ppm,Radon__Bq_m3,Stygobromus,Crangonyx,Caecidotea_kenki,Caecidotea_jeffersoni,Caecidotea_sp__Unknown,Fontigens,Inhabitants,Species_identified,PARKNAME,Notes,ORIG_LABEL,SGMC_LABEL,UNIT_LINK,UNIT_AGE,ROCKTYPE1,ROCKTYPE2,AWC,CLAY,KFFACT,OM,PERM,THICK,HYGRP,DRAIN,LL,IFHYDRIC,AFLDFREQ,Precipmm,Snowfallmm,Snowdepthmm,MaxtempC,MintempC,ElevationM,SlopeDegree,TWetnessI,SEEP_DIST,INHAB_DIST,ROAD_FID,ROAD_DIST,TRAIL_FID,TRAIL_DIST,OUTFALL_FID,OUTFALL_DIST,IMPERV_DIST,BORDER_FID,BORDER_DIST,BORDER_FEAT,radius,area_circ,compactness,core_area,core_per,neighbor_d,Seeps_per_m2,Proportion_Inhab,Count_Species_inpatch,Seepsperpatch,Count_Inhab_inpatch,Is_Calvert,Is_Upland,Is_Water,Is_Potomac,Is_Lowland,SoilC_FAC1,SoilC_FAC2,SoilC_FAC3,SoilC_FAC4,SoilC_FAC5,SoilC_FAC6,Rock1_gravel,Rock1_sand,Rock1_water,Rock2_none,Rock2_clayormud,Rock2_sand,Bin_hotspot,Bin_inhabited
17,Point,NACE26,3/19/2015,T7-4 Site 2,38.81969,-77.00536,Y,18,7.08,1.153,0.88,67.2,8.08,7.75,Y,N,Y,Y,46.9,0.11,2907.217569,0,0,0,0,0,0,0,<Null>,BALD EAGLE HILL,<Null>,Ql,Ql;5,Lowland Deps,Quaternary,gravel,sand,.13,26.7,.26,.4,2.33,59.8,2.7,3.5,34.1,.1,3.8,0,0,0,21.1,.6,7.171,6.141636,3.958334,75.159759,144.413071,3292,24.622386,19,893.8638,200,228.99329,25.280768,12,7.025704,NatParkBorders,1428.158569,6407702.88333,.06631,354893.199249,6046.97337,2.048477,4E-005,.411765,3,17,7,0,0,0,0,1,-.827780146391282,.932845173004755,-.102419508096087,.0477703767891292,.210318811541399,-2.1990854293108E-007,1,0,0,0,0,1,0,0
19,Point,NACE25,3/19/2015,T7-4 Site 1,38.82104,-77.00413,N,<Null>,8.25,0.497,0.36,34.6,3.72,7.92,Y,N,Y,Y,13.919,0.0466,2764.577676,0,0,0,0,0,0,0,<Null>,OXON RUN PARKWAY,"no life found, very oily and trashy, all rock no clay up to 70 cm",Ql,Ql;5,Lowland Deps,Quaternary,gravel,sand,.13,26.7,.26,.4,2.33,59.8,2.7,3.5,34.1,.1,3.8,0,0,0,21.1,.6,6.923,15.7002,6.412803,188.474452,332.255384,3292,103.439486,19,1079.099595,200,106.327673,103.439486,2,.581005,ParksandRecBorders,1428.158569,6407702.88333,.06631,354893.199249,6046.97337,2.048477,4E-005,.411765,3,17,7,0,0,0,0,1,-.827780146391282,.932845173004755,-.102419508096087,.0477703767891292,.210318811541399,-2.1990854293108E-007,1,0,0,0,0,1,0,0
20,Point,NACE92,12/15/2015,T4-2 Site 4,38.821072,-77.011803,Y,17,11.9,0.271,0.17,50.4,5.44,6.59,Y,N,Y,Y,15.2225,1.39,550,0,0,1,0,0,0,1,caecidotea,SHEPERD PARKWAY,<Null>,QTu,QTu;5,Upland Deps WS,Quaternary,gravel,sand,.13,26.7,.26,.4,2.33,59.8,2.7,3.5,34.1,.1,3.8,0,0,0,22.8,11.1,39.308,22.23369,3.681813,0,0,1617,55.521796,19,903.307401,155,97.988282,54.087988,17,5.06911,NatParkBorders,1428.158569,6407702.88333,.06631,354893.199249,6046.97337,2.048477,4E-005,.411765,3,17,7,0,1,0,0,0,-.827780146391282,.932845173004755,-.102419508096087,.0477703767891292,.210318811541399,-2.1990854293108E-007,1,0,0,0,0,1,0,1
21,Point,NACE93,12/15/2015,T4-2 Site 3,38.821049,-77.011804,Y,10,12.14,0.623,0.41,51.8,5.55,6.63,Y,N,Y,Y,6,2.04,7562.76989,0,1,0,0,0,0,1,crangonyx,SHEPERD PARKWAY,<Null>,QTu,QTu;5,Upland Deps WS,Quaternary,gravel,sand,.13,26.7,.26,.4,2.33,59.8,2.7,3.5,34.1,.1,3.8,0,0,0,22.8,11.1,39.308,22.23369,3.681813,0,0,1617,55.521796,19,903.307401,155,97.988282,54.087988,17,5.06911,NatParkBorders,1428.158569,6407702.88333,.06631,354893.199249,6046.97337,2.048477,4E-005,.411765,3,17,7,0,1,0,0,0,-.827780146391282,.932845173004755,-.102419508096087,.0477703767891292,.210318811541399,-2.1990854293108E-007,1,0,0,0,0,1,0,1
22,Point,NACE91,12/8/2015,T4-2 Site 2,38.823637,-77.013478,Y,0,8.29,0.169,0.12,58.3,6.83,5.38,Y,N,Y,Y,14.097,1.6125,6582.012935,0,0,0,0,0,0,0,<Null>,SHEPERD PARKWAY,<Null>,QTu,QTu;5,Upland Deps WS,Quaternary,gravel,sand,.13,26.7,.26,.4,2.33,59.8,2.7,3.5,34.1,.1,3.8,0,0,0,11.1,-1.1,42.478,17.80769,6.412803,10.600474,10.600474,168,33.980755,19,1202.136149,155,320.24076,33.980752,17,18.625175,NatParkBorders,1320.132665,5475006.768763,.040093,156352.011329,4549.269074,8.014161,2.7E-005,.333333,2,6,2,0,1,0,0,0,-.827780146391282,.932845173004755,-.102419508096087,.0477703767891292,.210318811541399,-2.1990854293108E-007,1,0,0,0,0,1,0,0
24,Point,NACE03,2/12/2015,T3-1 Site 2A,38.82483,-77.01516,Y,15,7.22,0.225,0.16,62.6,7.52,5.2,Y,Y,Y,Y,9.547,1.2945,3504.034184,0,0,0,0,0,0,0,<Null>,SHEPERD PARKWAY,"Flow is very noticable, brown clay, sand on top",QTu,QTu;5,Upland Deps WS,Quaternary,gravel,sand,.13,26.7,.26,.4,2.33,59.8,2.7,3.5,34.1,.1,3.8,0,0,0,2.8,-3.3,43.253,10.89178,<Null>,60.215651,67.267011,804,92.679407,19,1351.080834,155,483.898436,92.679607,17,85.249083,NatParkBorders,1320.132665,5475006.768763,.040093,156352.011329,4549.269074,8.014161,2.7E-005,.333333,2,6,2,0,1,0,0,0,-.827780146391282,.932845173004755,-.102419508096087,.0477703767891292,.210318811541399,-2.1990854293108E-007,1,0,0,0,0,1,0,0
25,Point,NACE04,2/12/2015,T3-1 Site 2B,38.8252,-77.01552,Y,8,6.73,0.108,0.08,74.4,9.08,5.31,Y,Y,Y,Y,12.753,0.99,9224.391932,0,0,0,0,0,0,0,terrestrial isopod,SHEPERD PARKWAY,"huge seep, use Mikaila's polygon",QTu,QTu;5,Upland Deps WS,Quaternary,gravel,sand,.13,26.7,.26,.4,2.33,59.8,2.7,3.5,34.1,.1,3.8,0,0,0,2.8,-3.3,46.836,11.00921,6.412803,10.600181,10.600181,3975,79.028148,19,1405.27583,155,542.347669,79.028048,17,46.951048,NatParkBorders,1320.132665,5475006.768763,.040093,156352.011329,4549.269074,8.014161,2.7E-005,.333333,2,6,2,0,1,0,0,0,-.827780146391282,.932845173004755,-.102419508096087,.0477703767891292,.210318811541399,-2.1990854293108E-007,1,0,0,0,0,1,0,0
26,Point,NACE05,3/12/2015,T3-1 Site 2C,38.825226,-77.015622,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,1,0,0,0,0,0,1,Stygobromus,SHEPERD PARKWAY,<Null>,QTu,QTu;5,Upland Deps WS,Quaternary,gravel,sand,.13,26.7,.26,.4,2.33,59.8,2.7,3.5,34.1,.1,3.8,8.9,0,0,10,3.3,43.221,12.47267,6.412803,10.600181,0,3975,68.432471,19,1407.650579,155,546.896789,68.432371,17,36.357772,NatParkBorders,1320.132665,5475006.768763,.040093,156352.011329,4549.269074,8.014161,2.7E-005,.333333,2,6,2,0,1,0,0,0,-.827780146391282,.932845173004755,-.102419508096087,.0477703767891292,.210318811541399,-2.1990854293108E-007,1,0,0,0,0,1,0,1
27,Point,NACE02,2/12/2015,T3-1 Site 1,38.82525,-77.01592,Y,8.5,6.37,0.133,0.1,70,8.11,4.88,Y,N,Y,Y,10.713,0.7865,6565.886025,0,0,0,0,0,0,0,<Null>,SHEPERD PARKWAY,Clay was very prominent and gray- no sand in clay.,QTu,QTu;5,Upland Deps WS,Quaternary,gravel,sand,.13,26.7,.26,.4,2.33,59.8,2.7,3.5,34.1,.1,3.8,0,0,0,2.8,-3.3,40.483,19.0775,3.09,15.900268,15.900268,3975,52.538955,19,1411.354347,155,554.030656,52.538855,17,20.467856,NatParkBorders,1320.132665,5475006.768763,.040093,156352.011329,4549.269074,8.014161,2.7E-005,.333333,2,6,2,0,1,0,0,0,-.827780146391282,.932845173004755,-.102419508096087,.0477703767891292,.210318811541399,-2.1990854293108E-007,1,0,0,0,0,1,0,0
28,Point,NACE06,2/4/2015,T4-1 Site 1,38.83059,-77.01414,Y,20,6.15,0.374,0.28,88.5,10.63,5.56,Y,N,Y,Y,60.844,2.062,13679.583464,1,0,0,0,0,0,1,"Stygobromus tenuis potomacus, and species close to S. tenuis that could be a new species or juveniles  Oligochaete",SHEPERD PARKWAY,mix of rock and clay but started seeing the clay after 20 cm,Kp,Kp;5,Potomac Gr,Cretaceous,gravel,sand,.13,26.7,.26,.4,2.33,59.8,2.7,3.5,34.1,.1,3.8,.3,0,0,8.3,-6.1,27.958,9.537429,4.24632,557.702853,0,3905,53.036967,19,1975.90372,209,781.704128,53.036928,19,41.083842,NatParkBorders,560.556591,987162.009351,.177533,142513.571728,3052.345948,13.968445,2.3E-005,.5,1,4,2,0,0,0,1,0,-.827780146391282,.932845173004755,-.102419508096087,.0477703767891292,.210318811541399,-2.1990854293108E-007,1,0,0,0,0,1,0,1
29,Point,NACE07,1/29/2015,T5-1 Site 4,38.83494,-77.01106,N,<Null>,4.37,0.329,0.26,140.1,17.68,6.25,Y,N,Y,Y,<Null>,<Null>,<Null>,1,0,0,0,0,0,1,Stygobromus tenuis potomacus and species close to S. tenuis that could be a new species or juveniles,SHEPERD PARKWAY,"*No clay layer found, but hit rock and gravel. Only could dig 10 cm down. Maybe go back and try a different spot to dig, GPS 006",Kp,Kp;5,Potomac Gr,Cretaceous,gravel,sand,.13,26.7,.26,.4,2.33,59.8,2.7,3.5,34.1,.1,3.8,0,0,0,1.1,-6.1,27.566,10.58566,3.602084,67.961702,0,3905,31.690898,19,2456.175435,211,748.458585,31.690898,19,20.289681,NatParkBorders,560.556591,987162.009351,.177533,142513.571728,3052.345948,13.968445,2.3E-005,.5,1,4,2,0,0,0,1,0,-.827780146391282,.932845173004755,-.102419508096087,.0477703767891292,.210318811541399,-2.1990854293108E-007,1,0,0,0,0,1,0,1
30,Point,NACE08,1/29/2015,T5-1 Site 5,38.83556,-77.01094,Y,10,4.56,0.308,0.24,180,22.3,5.33,Y,N,Y,Y,<Null>,<Null>,7597.383597,0,0,0,0,0,0,0,<Null>,SHEPERD PARKWAY,"Next to fenseline and tree stump, GPS 007",Kp,Kp;5,Potomac Gr,Cretaceous,gravel,sand,.13,26.7,.26,.4,2.33,59.8,2.7,3.5,34.1,.1,3.8,0,0,0,1.1,-6.1,22.172,.099667,3.404915,56.757832,67.961702,3905,1.29886,19,2524.071772,211,768.66936,1.298878,19,12.79448,NatParkBorders,560.556591,987162.009351,.177533,142513.571728,3052.345948,13.968445,2.3E-005,.5,1,4,2,0,0,0,1,0,-.827780146391282,.932845173004755,-.102419508096087,.0477703767891292,.210318811541399,-2.1990854293108E-007,1,0,0,0,0,1,0,0
31,Point,NACE09,1/29/2015,T5-1 Site 6,38.83583,-77.01034,Y,0,2.49,0.099,0.08,293.7,38.56,5.19,Y,Y,Y,Y,<Null>,<Null>,12444.527393,0,0,0,0,0,0,0,<Null>,SHEPERD PARKWAY,"GPS point 008, looked promising. Clay layer on surface.",Kp,Kp;5,Potomac Gr,Cretaceous,gravel,sand,.13,26.7,.26,.4,2.33,59.8,2.7,3.5,34.1,.1,3.8,0,0,0,1.1,-6.1,31.31,15.46168,<Null>,56.757832,105.623698,3905,36.082916,19,2546.765398,211,729.783052,36.082876,19,20.956635,NatParkBorders,560.556591,987162.009351,.177533,142513.571728,3052.345948,13.968445,2.3E-005,.5,1,4,2,0,0,0,1,0,-.827780146391282,.932845173004755,-.102419508096087,.0477703767891292,.210318811541399,-2.1990854293108E-007,1,0,0,0,0,1,0,0
32,Point,NACE01,1/22/2015,Anacostia 295 ramp near Park Service House,38.83667,-77.00772,Y,25,4.37,1.276,<Null>,141.6,18.08,5.4,Y,N,Y,Y,17.999,1.664,<Null>,0,0,0,0,0,0,0,<Null>,SHEPERD PARKWAY,Culver thought this looked like a great seep but no animals. In the area where a new on ramp will go. Want to return this spring. GPS 005,QTu,QTu;5,Upland Deps WS,Quaternary,gravel,sand,.13,26.7,.26,.4,2.33,59.8,2.7,3.5,34.1,.1,3.8,0,0,0,8.3,-1.1,42.804,15.85923,3.958334,246.824009,339.640183,3930,28.125406,19,2659.331877,216,590.550639,28.125209,22,18.446719,NatParkBorders,974.290393,2982128.454498,.073072,168223.354083,3844.121647,18.447452,6E-005,.307692,3,13,4,0,1,0,0,0,-.827780146391282,.932845173004755,-.102419508096087,.0477703767891292,.210318811541399,-2.1990854293108E-007,1,0,0,0,0,1,0,0
33,Point,NACE99,2/3/2016,T13-3 Site 3,38.837578,-76.986063,Y,33,4.35,0.855,0.71,81.5,10.53,8.8,Y,Y,Y,N,6,1.693,3074.24361,0,0,0,0,0,0,0,<Null>,OXON RUN PARKWAY,YSI was taken on 2.10.16,Ql,Ql;5,Lowland Deps,Quaternary,gravel,sand,.11,20.5,.3,.4,2.77,68.1,2.9,3.7,27.8,.1,3.9,2.5,0,51,15.6,2.2,25.411,2.102044,6.412803,42.297862,42.297862,3867,58.965946,5,2285.239106,229,250.377449,58.965896,20,85.167687,NatParkBorders,1125.648687,3980661.459797,.121082,424648.975378,4835.917667,590.161867,4.4E-005,.428571,3,21,9,0,0,0,0,1,-.079205413484419,-.472217430989778,.868686511136509,-1.26006108601399,-2.23976142846386,6.72880560159683E-008,1,0,0,0,0,1,0,0
35,Point,NACE120,5/3/2016,T14-6 Site 11,38.838104,-76.984199,Y,55,17.9,<Null>,0.18,1.2,0.11,4.77,Y,N,Y,N,14.42,0.2815,666.306358,0,1,0,0,0,0,1,Crangonyx,OXON RUN PARKWAY,"The exit started on the slope, the water collected further down and this is where the samples were taken. The perimeter of the area was walked because it was too large for the tape measure. The site was characterized by skunk cabbage.",Ql,Ql;5,Lowland Deps,Quaternary,gravel,sand,.11,20.5,.3,.4,2.77,68.1,2.9,3.7,27.8,.1,3.9,15,0,0,14.4,10,25.602,7.730359,3.733053,10.598203,0,3867,89.541985,5,2187.937587,231,293.360886,75.633518,20,38.683206,NatParkBorders,1125.648687,3980661.459797,.121082,424648.975378,4835.917667,590.161867,4.4E-005,.428571,3,21,9,0,0,0,0,1,-.079205413484419,-.472217430989778,.868686511136509,-1.26006108601399,-2.23976142846386,6.72880560159683E-008,1,0,0,0,0,1,0,1
36,Point,NACE119,5/3/2016,T14-6 Site 10,38.838034,-76.984331,N,<Null>,15.9,<Null>,0.89,11.8,1.14,5.7,Y,N,Y,Y,11.2565,0.0466,1176.272551,0,0,0,0,0,0,0,<Null>,OXON RUN PARKWAY,Mikaila saw exit further up the hill. The site was characterized by a lot of skunk cabbage. There was no detected clay layer up to 50 cm down. The dirt was very grainy.,Ql,Ql;5,Lowland Deps,Quaternary,gravel,sand,.11,20.5,.3,.4,2.77,68.1,2.9,3.7,27.8,.1,3.9,15,0,0,14.4,10,25.225,3.409992,6.412803,10.598203,10.598203,3867,84.48357,5,2191.481513,231,294.853959,78.573529,20,46.176042,NatParkBorders,1125.648687,3980661.459797,.121082,424648.975378,4835.917667,590.161867,4.4E-005,.428571,3,21,9,0,0,0,0,1,-.079205413484419,-.472217430989778,.868686511136509,-1.26006108601399,-2.23976142846386,6.72880560159683E-008,1,0,0,0,0,1,0,0
37,Point,NACE101,2/3/2016,T13-3 Site 5,38.838346,-76.987146,Y,0,3.67,0.425,0.35,81.1,10.7,6.25,Y,Y,Y,N,6,0.341,550,0,1,0,0,0,0,1,crangonyx,OXON RUN PARKWAY,YSI was taken on 2.10.16,Ql,Ql;5,Lowland Deps,Quaternary,gravel,sand,.11,20.5,.3,.4,2.77,68.1,2.9,3.7,27.8,.1,3.9,2.5,0,51,15.6,2.2,23.305,2.719243,3.958334,37.736574,0,1837,107.052739,5,2260.62586,229,140.950983,107.052739,20,91.036263,NatParkBorders,1125.648687,3980661.459797,.121082,424648.975378,4835.917667,590.161867,4.4E-005,.428571,3,21,9,0,0,0,0,1,-.079205413484419,-.472217430989778,.868686511136509,-1.26006108601399,-2.23976142846386,6.72880560159683E-008,1,0,0,0,0,1,0,1
39,Point,NACE106,2/17/2016,T13-3 Site 7,38.838424,-76.987529,Y,0,0.69,<Null>,<Null>,177,25.2,7.62,Y,N,Y,Y,29.994,0.5635,<Null>,0,0,0,0,0,0,0,<Null>,OXON RUN PARKWAY,<Null>,Ql,Ql;5,Lowland Deps,Quaternary,gravel,sand,.11,20.5,.3,.4,2.77,68.1,2.9,3.7,27.8,.1,3.9,10.4,46,76,11.7,-6.7,23.283,0,3.333689,37.736574,37.736574,1837,91.536366,5,2256.425401,229,104.787585,91.536366,20,66.259487,NatParkBorders,1125.648687,3980661.459797,.121082,424648.975378,4835.917667,590.161867,4.4E-005,.428571,3,21,9,0,0,0,0,1,-.079205413484419,-.472217430989778,.868686511136509,-1.26006108601399,-2.23976142846386,6.72880560159683E-008,1,0,0,0,0,1,0,0
40,Point,NACE116,3/31/2016,T14-6 Site 7,38.838555,-76.98433,N,<Null>,16.71,<Null>,0.12,19,1.98,3.73,Y,N,Y,N,5,0.122,<Null>,0,0,0,0,0,0,0,<Null>,OXON RUN PARKWAY,<Null>,Ql,Ql;5,Lowland Deps,Quaternary,gravel,sand,.11,20.5,.3,.4,2.77,68.1,2.9,3.7,27.8,.1,3.9,0,0,0,16.1,2.2,24.764,6.09883,6.412803,15.897053,58.289561,3867,148.200916,5,2127.801762,231,228.209108,144.072884,20,99.443212,NatParkBorders,1125.648687,3980661.459797,.121082,424648.975378,4835.917667,590.161867,4.4E-005,.428571,3,21,9,0,0,0,0,1,-.079205413484419,-.472217430989778,.868686511136509,-1.26006108601399,-2.23976142846386,6.72880560159683E-008,1,0,0,0,0,1,0,0
41,Point,NACE118,5/3/2016,T14-6 Site 9,38.83873,-76.984523,Y,20,16.4,<Null>,0.2,37.8,3.73,5.92,Y,N,Y,N,5,0.0466,2919.691409,0,0,0,0,0,0,0,<Null>,OXON RUN PARKWAY,These collection were done after a thuderstorm the day before. The water at this site was muddy and shallow. Culver indicated that this is not likely a habitat. The site was identified as a part of Magnolia Bog. Missing GPS data but knew in the middle of,Ql,Ql;5,Lowland Deps,Quaternary,gravel,sand,.11,20.5,.3,.4,2.77,68.1,2.9,3.7,27.8,.1,3.9,15,0,0,14.4,10,24.741,1.022067,4.24632,15.897053,42.392508,3867,144.904061,5,2133.363978,231,231.987027,144.904061,20,107.392765,NatParkBorders,1125.648687,3980661.459797,.121082,424648.975378,4835.917667,590.161867,4.4E-005,.428571,3,21,9,0,0,0,0,1,-.079205413484419,-.472217430989778,.868686511136509,-1.26006108601399,-2.23976142846386,6.72880560159683E-008,1,0,0,0,0,1,0,0
42,Point,NACE115,3/10/2016,T14-6 Site 6,38.838586,-76.985067,Y,15,13.3,<Null>,0.16,18.4,1.89,3.57,Y,N,Y,N,5,0.0466,<Null>,0,1,0,0,0,0,1,Crangonyx,OXON RUN PARKWAY,<Null>,Ql,Ql;5,Lowland Deps,Quaternary,gravel,sand,.11,20.5,.3,.4,2.77,68.1,2.9,3.7,27.8,.1,3.9,0,0,0,26.1,7.8,24.447,4.188478,6.412803,31.420111,0,3867,135.03281,5,2148.701333,231,246.830455,135.03281,20,134.715924,NatParkBorders,1125.648687,3980661.459797,.121082,424648.975378,4835.917667,590.161867,4.4E-005,.428571,3,21,9,0,0,0,0,1,-.079205413484419,-.472217430989778,.868686511136509,-1.26006108601399,-2.23976142846386,6.72880560159683E-008,1,0,0,0,0,1,0,1
43,Point,NACE114,3/10/2016,T14-6 Site 5,38.838683,-76.985682,N,<Null>,16.22,<Null>,0.51,133.2,13.05,3.48,Y,N,Y,Y,18.4755,0.1315,<Null>,0,0,0,0,0,0,0,<Null>,OXON RUN PARKWAY,<Null>,Ql,Ql;5,Lowland Deps,Quaternary,gravel,sand,.11,20.5,.3,.4,2.77,68.1,2.9,3.7,27.8,.1,3.9,0,0,0,26.1,7.8,24.148,1.185223,3.573664,26.49526,26.49526,3867,134.406055,5,2168.885647,229,266.291206,134.406055,20,144.311603,NatParkBorders,1125.648687,3980661.459797,.121082,424648.975378,4835.917667,590.161867,4.4E-005,.428571,3,21,9,0,0,0,0,1,-.079205413484419,-.472217430989778,.868686511136509,-1.26006108601399,-2.23976142846386,6.72880560159683E-008,1,0,0,0,0,1,0,0
44,Point,NACE103,2/10/2016,T14-6 Site 1,38.838764,-76.985877,Y,9,2.05,0.236,0.2,72.7,10.01,6.56,Y,N,Y,N,5,0.133,1744.413635,1,0,0,0,0,0,1,styogbromus,OXON RUN PARKWAY,radon was collected in plastic nalgene and may be messed up,Ql,Ql;5,Lowland Deps,Quaternary,gravel,sand,.11,20.5,.3,.4,2.77,68.1,2.9,3.7,27.8,.1,3.9,2.8,0,0,7.8,.6,23.92,2.829193,<Null>,26.49526,0,3867,141.727077,5,2179.390839,229,239.798802,141.727077,20,155.790174,NatParkBorders,1125.648687,3980661.459797,.121082,424648.975378,4835.917667,590.161867,4.4E-005,.428571,3,21,9,0,0,0,0,1,-.079205413484419,-.472217430989778,.868686511136509,-1.26006108601399,-2.23976142846386,6.72880560159683E-008,1,0,0,0,0,1,0,1
45,Point,NACE117,5/3/2016,T14-6 Site 8,38.838872,-76.984811,Y,0,16.2,<Null>,0.13,70.5,6.03,7.7,Y,Y,Y,N,24.884,0.0466,1101.669021,0,0,0,0,0,0,0,<Null>,OXON RUN PARKWAY,"There was significant flow at this site, may be due to rains from a thuderstorm the previous day. This collection is well into the spring and past regular seeping season. There is more vegetation and more of the water is in the evapotranspiration cycle. A",Ql,Ql;5,Lowland Deps,Quaternary,gravel,sand,.11,20.5,.3,.4,2.77,68.1,2.9,3.7,27.8,.1,3.9,15,0,0,14.4,10,24.792,1.587417,6.412803,31.420111,31.420111,3867,165.14579,5,2117.644431,231,215.559223,165.14579,20,144.815009,NatParkBorders,1125.648687,3980661.459797,.121082,424648.975378,4835.917667,590.161867,4.4E-005,.428571,3,21,9,0,0,0,0,1,-.079205413484419,-.472217430989778,.868686511136509,-1.26006108601399,-2.23976142846386,6.72880560159683E-008,1,0,0,0,0,1,0,0
46,Point,NACE113,3/10/2016,T14-6 Site 4,38.838845,-76.985358,Y,0,19.99,<Null>,0.21,55.1,4.98,6.12,Y,N,Y,Y,5,0.0466,<Null>,0,1,0,0,0,0,1,Crangonyx,OXON RUN PARKWAY,<Null>,Ql,Ql;5,Lowland Deps,Quaternary,gravel,sand,.11,20.5,.3,.4,2.77,68.1,2.9,3.7,27.8,.1,3.9,0,0,0,26.1,7.8,24.474,3.05416,6.412803,37.901184,0,3867,159.188707,5,2133.621138,231,236.261263,159.188707,20,156.42032,NatParkBorders,1125.648687,3980661.459797,.121082,424648.975378,4835.917667,590.161867,4.4E-005,.428571,3,21,9,0,0,0,0,1,-.079205413484419,-.472217430989778,.868686511136509,-1.26006108601399,-2.23976142846386,6.72880560159683E-008,1,0,0,0,0,1,0,1
47,Point,NACE102,2/3/2016,T13-3 Site 6,38.838944,-76.98655,Y,16,4.51,0.259,0.21,78.5,10.13,7.63,Y,N,Y,N,6,0.133,550,0,0,0,0,0,0,0,<Null>,OXON RUN PARKWAY,forgot area,Ql,Ql;5,Lowland Deps,Quaternary,gravel,sand,.11,20.5,.3,.4,2.77,68.1,2.9,3.7,27.8,.1,3.9,2.5,0,51,15.6,2.2,23.548,0,<Null>,54.326861,54.326861,1854,128.926013,5,2176.663166,229,188.23905,128.926009,20,122.041294,NatParkBorders,1125.648687,3980661.459797,.121082,424648.975378,4835.917667,590.161867,4.4E-005,.428571,3,21,9,0,0,0,0,1,-.079205413484419,-.472217430989778,.868686511136509,-1.26006108601399,-2.23976142846386,6.72880560159683E-008,1,0,0,0,0,1,0,0
48,Point,NACE105,2/10/2016,T14-6 Site 3,38.839221,-76.984214,Y,0,4.11,0.152,0.11,25,3.28,7.36,Y,N,Y,N,<Null>,<Null>,6273.517243,1,0,0,0,0,0,1,stygobromus,OXON RUN PARKWAY,"radon was collected in plastic nalgene and may be messed up, phosphate and nitrate water sample broke--need new one",Ql,Ql;5,Lowland Deps,Quaternary,gravel,sand,.11,20.5,.3,.4,2.77,68.1,2.9,3.7,27.8,.1,3.9,2.8,0,0,7.8,.6,25.007,1.244072,6.412803,66.787655,0,1854,160.963803,5,2060.618778,231,159.758795,160.963803,20,154.449056,NatParkBorders,1125.648687,3980661.459797,.121082,424648.975378,4835.917667,590.161867,4.4E-005,.428571,3,21,9,0,0,0,0,1,-.079205413484419,-.472217430989778,.868686511136509,-1.26006108601399,-2.23976142846386,6.72880560159683E-008,1,0,0,0,0,1,0,1
49,Point,NACE123,11/22/2016,T16-9 Site 3,38.84055,-76.979192,Y,20,8.21,0.329,0.23,1.3,0.15,4.23,Y,N,Y,N,<Null>,<Null>,3002.97,0,0,0,0,0,0,0,<Null>,OXON RUN PARKWAY,<Null>,Ql,Ql;5,Lowland Deps,Quaternary,gravel,sand,.11,20.5,.3,.4,2.77,68.1,2.9,3.7,27.8,.1,3.9,0,0,0,6.7,1.1,29.512,3.547235,4.24632,25.804287,83.63372,1850,113.133194,5,1796.254592,233,162.51828,94.229237,13,80.188985,ParksandRecBorders,1125.648687,3980661.459797,.121082,424648.975378,4835.917667,590.161867,4.4E-005,.428571,3,21,9,0,0,0,0,1,-.079205413484419,-.472217430989778,.868686511136509,-1.26006108601399,-2.23976142846386,6.72880560159683E-008,1,0,0,0,0,1,0,0
50,Point,NACE124,11/22/2016,T16-9 Site 4,38.840909,-76.978858,N,<Null>,7.58,0.431,0.32,53.6,6.36,4.03,Y,N,Y,N,-14.773,0.031,3488.21,0,0,0,0,0,0,0,<Null>,OXON RUN PARKWAY,Gravel/rocks at 10 cm,Ql,Ql;5,Lowland Deps,Quaternary,gravel,sand,.11,20.5,.3,.4,2.77,68.1,2.9,3.7,27.8,.1,3.9,0,0,0,6.7,1.1,29.726,8.750524,6.412803,10.597787,50.313892,1850,81.735331,5,1772.032062,233,130.303109,62.48856,20,48.525912,NatParkBorders,1125.648687,3980661.459797,.121082,424648.975378,4835.917667,590.161867,4.4E-005,.428571,3,21,9,0,0,0,0,1,-.079205413484419,-.472217430989778,.868686511136509,-1.26006108601399,-2.23976142846386,6.72880560159683E-008,1,0,0,0,0,1,0,0
